source_file,chunk_index,passage_sha256,stratum,passage
kropotkin_corpus/essays/advice_to_those_about_to_emigrate/section_001_full_text.txt,2,5d2d3a4c8f826abdb4ac447df8411cc2b94f5779ac3772641226a236a03b649d,mutual_aid,"or in religions. All men are welcome — provided they are physically and morally healthy, and not afraid to work or to think.” To which Kropotkin replies: The fact that men and women, who have made Australia what it is, are compelled to migrate from it, speaks volumes in itself. “Make the land, be the dung which renders it productive, build the centres of civilisation which render it valuable — and go away!” That is the true picture of modern capitalist management. The same here, the same at the antipodes — always the same! Every time I see men and women of energy, enterprise and initiative, starting similar colonies, I feel sorry You know how much Russia has lost of her best elements, those that had the capacity of being dissatisfied and of revolting against bad conditions, because she had at her very doors Siberia, whereto the lovers of freedom could go and escape for a few years all the curses of the State — military service, bureaucracy, functionaries and their despotism. What would become of the European revolutionary movement if most women and men of strong individuality — most of those ready to rebel — went to settle in distant lands, trying to make colonies there? Is there not work enough in each land for every one who wishes to work for the modification of the atrocious conditions of the present time? Are there not at hand enough opportunities for exercising the spirit of Solidarity which inspires the Communist? Do we not want here, in every great and small city, that communist spirit put into practice and radiating from small groups, however limited in extent, so as to make it permeate the whole society? The longer we all live, the more we see that the very limited communist solidarity which is practised among all revolutionary, and especially all Anarchist groups exercises a much more powerful effect than if it were practised, even to its full extent, somewhere on the boundaries of the civilised world! Remember the change produced in all Russian society by Nihilism. Compare the manners, the habits of life at the time of Turgenev’s “On the Eve” with present manners and habits. Not to mention that, besides the propaganda by example, which is carried on more or less here by all who have broken with old forms, there is going on hand in hand a propaganda of general socialist principles, Socialist agitation, and Socialistic enlightening of the masses; and this is what prepares the way for Communism on a grand scale in the cities of the civilised world itself. Besides, when I recollect the numerous colonies, which have been started over the last 50 years, and the number of men and women, some of whom I knew personally, whose unflinching energies and perseverance I cannot but admire, and yet see the failures on record, I cannot but think that there is some great cause at work against such colonies. These causes I imagine to be two, and I recommend them to your most careful consideration: First, the colonies are usually not numerous enough. If you are a small family, united by bonds of common education and thousands of family bonds, you may succeed. If you are more than that, you must be numerous: 2000 souls will succeed better than 200, on account of the variety there would be of characters, aptitudes, inclinations. The individual and the individual’s personality more easily disappear in a group of 2000 than in a group of 200 or 20. It is extremely difficult to keep 50 or 100 persons in continuous full agreement. For 2000 or 10,000 this is not required. They only need agree as to some advantageous methods of common work, and are free otherwise to live in their own way. The second difficulty is this: Peasants no doubt succeed in founding such colonies because, in their mother country, the conditions are so bad that, after 2 or 3 years of very hard work, they feel better off than before. Their colonies only disintegrate when they (through some special conditions) fall from bad to worse. But most Communistic colonies are composed chiefly of men who are put, in the colony; into worse material conditions that their previous ones. However bad the present conditions, the worker in a civilised country, if he is permitted by the exploiters to work, and if he is an average worker, has certain conditions of life, which in most cases he does not find in the colony, where 5, 10, often more, years he has to fight against the most crushing difficulties. In the colony he works hard, and has none of the trifles which civilisation gives, and which we all like so much, and he has no prospect of having them. He also feels less personal liberty in his actions — it is always the case in small communities — and he is deprived of the higher stimuli which he has in his mother country — even of the struggle in a large arena which every active nature likes. That is why, I have long since thought, that if I were one of those who start colonies, I should never go into the wilderness. A Communist Colony? Well, the best spot for it is near London or near Paris! And even if it started without, or with very little, capital or land, I am persuaded"
kropotkin_corpus/essays/anarchist_morality/section_001_note_for_anarchist_morality.txt,1,c615758da9d97749b857a59e0c32323baed4c69613535527468b1d134e287a60,mutual_aid,"TITLE: Anarchist Morality
AUTHOR: Peter Kropotkin
YEAR: 1897
SOURCE_ID: al_anarchist_morality
SOURCE_PATH: data/raw/Anarchist_Morality.txt
SOURCE_URL: https://theanarchistlibrary.org/library/petr-kropotkin-anarchist-morality
RETRIEVED_UTC: 2026-02-04T16:53:28Z
LICENSE_NOTE: Public domain source (see metadata/manifest.csv)
----

## Note For Anarchist Morality

This study of the origin and function of what we call “morality” was written for pamphlet publication as a result of an amusing situation. An anarchist who ran a store in England found that his comrades in the movement regarded it as perfectly right to take his goods without paying for them. “To each according to his need” seemed to them to justify letting those who were best able foot the bills. Kropotkin was appealed to, with the result that he not only condemned such doctrine, but was moved to write the comrades this sermon.

Its conception of morality is based on the ideas set forth in Mutual Aid and later developed in his Ethics. Here they are given special application to “right and wrong” in the business of social living. The job is done with fine feeling and with acute shafts at the shams of current morality.

Kropotkin sees the source of all so-called moral ideas in primitive superstitions. The real moral sense which guides our social behavior is instinctive, based on the sympathy and unity inherent in group life. Mutual aid is the condition of successful social living. The moral base is therefore the good old golden rule “Do to others as you would have others do to you in the same circumstances,” — which disposed of the ethics of the shopkeeper’s anarchist customers.

This natural moral sense was perverted, Kropotkin says, by the superstitions surrounding law, religion and authority, deliberately cultivated by conquerors, exploiters and priests for their own benefit. Morality has therefore become the instrument of ruling classes to protect their privileges.

He defends the morality of killing for the benefit of mankind — as in the assassination of tyrants — but never for self. Love and hate he regards as greater social forces for controlling wrong-doing than punishment, which he rejects as useless and evil. Account-book morality — doing right only to receive a benefit — he scores roundly, urging instead the satisfactions and joy of “sowing life around you” by giving yourself to the uttermost to your fellow-men. Not of course to do them good, in the spirit of philanthropy, but to be one with them, equal and sharing."
kropotkin_corpus/essays/anarchist_morality/section_004_iii.txt,1,52b27e9fa1f2c7df833b8f58004f79c1ed3d09b483e4f3686f61cf82bc87e54d,mutual_aid,"TITLE: Anarchist Morality
AUTHOR: Peter Kropotkin
YEAR: 1897
SOURCE_ID: al_anarchist_morality
SOURCE_PATH: data/raw/Anarchist_Morality.txt
SOURCE_URL: https://theanarchistlibrary.org/library/petr-kropotkin-anarchist-morality
RETRIEVED_UTC: 2026-02-04T16:53:28Z
LICENSE_NOTE: Public domain source (see metadata/manifest.csv)
----

## III

We have seen that men’s actions (their deliberate and conscious actions, for we will speak afterwards of unconscious habits) all have the same origin. Those that are called virtuous and those that are designated as vicious, great devotions and petty knaveries, acts that attract and acts that repel, all spring from a common source. All are performed in answer to some need of the individual’s nature. all have for their end the quest of pleasure, the desire to avoid pain.

We have seen this in the last section, which is but a very succinct summary of a mass of facts that might be brought forward in support of this view. It is easy to understand how this explanation makes those still imbued with religious principles cry out. It leaves no room for the supernatural. It throws over the idea of an immortal soul. If man only acts in obedience to the needs of his nature, if he is, so to say, but a “conscious automaton,” what becomes of the immortal soul? What of immortality, that last refuge of those who have known too few pleasures and too many sufferings, and who dream of finding some compensation in another world?

It is easy to understand how people who have grown up in prejudice and with but little confidence in science, which has so often deceived them, people who are led by feeling rather than thought, reject an explanation which takes from them their last hope."
kropotkin_corpus/essays/anarchist_morality/section_005_iv.txt,2,513a942465feee5aeb06a50f9a7b4682f94ac2cd9c81faa38e0cf32a830318b3,mutual_aid,"Among ants it does not extend beyond the anthill. All sociable customs, all rules of good behavior are applicable only to the individuals in that one anthill, not to any others. One anthill will not consider another as belonging to the same family, unless under some exceptional circumstances, such as a common distress falling upon both. In the same way the sparrows in the Luxembourg Gardens in Paris, though they will mutually aid one another in a striking manner, will fight to the death with another sparrow from the Monge Square who may dare to venture into the Luxembourg. And the savage will look upon a savage of another tribe as a person to whom the usages of his own tribe do not apply. It is even allowable to sell to him, and to sell is always to rob the buyer more or less; buyer or seller, one or other is always “sold.” A Tchoutche would think it a crime to sell to the members of his tribe: to them he gives without any reckoning. And civilized man, when at last he understands the relations between himself Ind the simplest Papuan, close relations, though imperceptible at the first glance, will extend his principles of solidarity to the whole human race, and even to the animals. The idea enlarges, but its foundation remains the same. On the other hand, the conception of good or evil varies according to the degree of intelligence or of knowledge acquired. There is nothing unchangeable about it. Primitive man may have thought it very right — that is, useful to the race — to eat his aged parents when they became a charge upon the community — a very heavy charge in the main. He may have also thought it useful to the community to kill his new-born children, and only keep two or three in each family, so that the mother could suckle them until they were three years old and lavish more of her tenderness upon them. In our days ideas have changed, but the means of subsistence are no longer what they were in the Stone Age. Civilized man is not in the position of the savage family who have to choose between two evils: either to eat the aged parents or else all to get insufficient nourishment and soon find themselves unable to feed both the aged parents and the young children. We must transport ourselves into those ages, which we can scarcely call up in our mind, before we can understand that in the circumstances then existing, half-savage man may have reasoned rightly enough. Ways of thinking may change. The estimate of what is useful or hurtful to the race changes, but the foundation remains the same. And if we wished to sum up the whole philosophy of the animal kingdom in a single phrase, we should see that ants, birds, marmots, and men are agreed on one point. The morality which emerges from the observation of the whole animal kingdom may be summed up in the words: “Do to others what you would have them do to you in the same circumstances”. And it adds: “Take note that this is merely a piece of advice; but this advice is the fruit of the long experience of animals in society. And among the great mass of social animals, man included, it has become habitual to act on this principle. Indeed without this no society could exist, no race could have vanquished the natural obstacles against which it must struggle.” Is it really this very simple principle which emerges from the observation of social animals and human societies? Is it applicable? And how does this principle pass into a habit and continually develop? This is what we are now going to see."
kropotkin_corpus/essays/anarchist_morality/section_006_v.txt,1,2126f73fe5023789519e0e884fa2d5ee429d8bfa46613ed4302012a18ba9a00e,mutual_aid,"TITLE: Anarchist Morality AUTHOR: Peter Kropotkin YEAR: 1897 SOURCE_ID: al_anarchist_morality SOURCE_PATH: data/raw/Anarchist_Morality.txt SOURCE_URL: https://theanarchistlibrary.org/library/petr-kropotkin-anarchist-morality RETRIEVED_UTC: 2026-02-04T16:53:28Z LICENSE_NOTE: Public domain source (see metadata/manifest.csv) ---- ## V The idea of good and evil exists within humanity itself. Man, whatever degree of intellectual development he may have attained, however his ideas may be obscured by prejudices and personal interest in general, considers as good that which is useful to the society wherein he lives, and as evil that which is hurtful to it. But whence comes this conception, often so vague that it can scarcely be distinguished from a feeling? There are millions and millions of human beings who have never reflected about the human race. They know for the most part only the clan or family, rarely the nation, still more rarely mankind. How can it be that they should consider what is useful for the human race as good, or even attain a feeling of solidarity with their clan, in spite of all their narrow, selfish interests? This fact has greatly occupied thinkers at all times, and it continues to occupy them still. We are going in our turn to give our view of the matter. But let us remark in passing that though the explanations of the fact may vary, the fact itself remains none the less incontestable. And should our explanation not be the true one, or should it be incomplete, the fact with its consequences to humanity will still remain. We may not be able fully to explain the origin of the planets revolving round the sun, but the planets revolve none the less, and one of them carries us with it in space. We have already spoken of the religious explanation. If man distinguishes between good and evil, say theologians, it is God who has inspired him with this idea. Useful or hurtful is not for him to inquire; he must merely obey the fiat of his creator. We will not stop at this explanation, fruit of the ignorance and terrors of the savage. We pass on. Others have tried to explain the fact by law. It must have been law that developed in man the sense of just and unjust, right and wrong. Our readers may judge of this explanation for themselves. They know that law has merely utilized the social feelings of man, to slip in, among the moral precepts he accepts, various mandates useful to an exploiting minority, to which his nature refuses obedience. Law has perverted the feeling of justice instead of developing it. Again let us pass on. Neither let us pause at the explanation of the Utilitarians. They will have it that man acts morally from self-interest, and they forget his feelings of solidarity with the whole race, which exist, whatever be their origin. There is some truth in the Utilitarian explanation. But it is not the whole truth. Therefore, let us go further. It is again to the thinkers of the eighteenth century that we are indebted for having guessed, in part at all events, the origin of the moral sentiment. In a fine work, The Theory of Moral Sentiment, left to slumber in silence by religious prejudice, and indeed but little known even among anti-religious thinkers, Adam Smith has laid his finger on the true origin of the moral sentiment. He does not seek it in mystic religious feelings; he finds it simply in the feeling of sympathy. You see a man beat a child. You know that the beaten child suffers. Your imagination causes you yourself to suffer the pain inflicted upon the child; or perhaps its tears, its little suffering face tell you. And if you are not a coward, you rush at the brute who is beating it and rescue it from him. This example by itself explains almost all the moral sentiments. The more powerful your imagination, the better you can picture to yourself what any being feels when it is made to suffer, and the more intense and delicate will your moral sense be. The more you are drawn to put yourself in the place of the other person, the more you feel the pain inflicted upon him, the insult offered him, the injustice of which he is a victim, the more will you be urged to act so that you may prevent the pain, insult, or injustice. And the more you are accustomed by circumstances, by those surrounding you, or by the intensity of your own thought and your own imagination, to act as your thought and imagination urge, the more will the moral sentiment grow in you, the more will it become habitual. This is what Adam Smith develops with a wealth of examples. He was young when he wrote this book which is far superior to the work of his old age upon political economy. Free from religious prejudice, he sought the explanation of morality in a physical fact of human nature, and this is why official and non-official theological prejudice has put the treatise on the Black List for a century. Adam Smith’s only mistake was not to have understood that this same feeling of sympathy in its habitual stage exists among animals as well as among men. The feeling of solidarity is the leading characteristic of all animals living in society. The eagle devours the sparrow, the wolf devours the marmot. But the eagles and the wolves respectively aid"
kropotkin_corpus/essays/anarchist_morality/section_006_v.txt,2,a15278cd1da2a81f71ef6d697c5aeb5e1a842e4cb36497522de3c6567092eb58,mutual_aid,"nature, and this is why official and non-official theological prejudice has put the treatise on the Black List for a century. Adam Smith’s only mistake was not to have understood that this same feeling of sympathy in its habitual stage exists among animals as well as among men. The feeling of solidarity is the leading characteristic of all animals living in society. The eagle devours the sparrow, the wolf devours the marmot. But the eagles and the wolves respectively aid each other in hunting, the sparrow and the marmot unite among themselves against the beasts and birds of prey so effectually that only the very clumsy ones are caught. In all animal societies solidarity is a natural law of far greater importance than that struggle for existence, the virtue of which is sung by the ruling classes in every strain that may best serve to stultify us. When we study the animal world and try to explain to ourselves that struggle for existence maintained by each living being against adverse circumstances and against its enemies, we realize that the more the principles of solidarity and equality are developed in an animal society and have become habitual to it, the more chance has it of surviving and coming triumphantly out of the struggle against hardships and foes. The more thoroughly each member of the society feels his solidarity with each other member of the society, the more completely are developed in all of them those two qualities which are the main factors of all progress: courage on the one hand, md on the other, free individual initiative. And on the contrary, the more any animal society or little group of animals loses this feeling of solidarity — which may chance as the result of exceptional scarcity or else of exceptional plenty — the more do the two other factors of progress courage and individual initiative, diminish. In the end they disappear, and the society falls into decay and sinks before its foes. Without mutual confidence no struggle is possible; there is no courage, no initiative, no solidarity— and no victory! Defeat is certain. We can prove with a wealth of examples how in the animal and human worlds the law of mutual aid is the law of progress, and how mutual aid with the courage and individual initiative which follow from it secures victory to the species most capable of practicing it. Now let us imagine this feeling of solidarity acting during the millions of ages which have succeeded one another since the first beginnings of animal life appeared upon the globe. Let us imagine how this feeling little by little became a habit, and was transmitted by heredity from the simplest microscopic organism to its descendants — insects, birds, reptiles, mammals, man — and we shall comprehend the origin of the moral sentiment, which is a necessity to the animal like food or the organ for digesting it. Without going further back and speaking of complex animals springing from colonies of extremely simple little beings, here is the origin of the moral sentiment. We have been obliged to be extremely brief in order to compress this great question within the limits of a few pages, but enough has already been said to show that there is nothing mysterious or sentimental about it. Without this solidarity of the individual with the species, the animal kingdom would never have developed or reached its present perfection. The most advanced being upon the earth would still be one of those tiny specks swimming in the water and scarcely perceptible under a microscope. Would even this exist? For are not the earliest aggregations of cellules themselves an instance of association in the struggle?"
kropotkin_corpus/essays/anarchist_morality/section_007_vi.txt,1,97f77c648b2034f7556e05d4beb66350af319762c9e4b6c0bacfd0846393d35f,mutual_aid,"TITLE: Anarchist Morality AUTHOR: Peter Kropotkin YEAR: 1897 SOURCE_ID: al_anarchist_morality SOURCE_PATH: data/raw/Anarchist_Morality.txt SOURCE_URL: https://theanarchistlibrary.org/library/petr-kropotkin-anarchist-morality RETRIEVED_UTC: 2026-02-04T16:53:31Z LICENSE_NOTE: Public domain source (see metadata/manifest.csv) ---- ## VI Thus by an unprejudiced observation of the animal kingdom, we reach the conclusion that wherever society exists at all, this principle may be found: Treat others as you would like them to treat you under similar circumstances. And when we study closely the evolution of the animal world, we discover that the aforesaid principle, translated by the one word Solidarity, has played an infinitely larger part in the development of the animal kingdom than all the adaptations that have resulted from a struggle between individuals to acquire personal advantages. It is evident that in human societies a still greater degree of solidarity is to be met with. Even the societies of monkeys highest in the animal scale offer a striking example of practical solidarity, and man has taken a step further in the same direction. This and this alone has enabled him to preserve his puny race amid the obstacles cast by nature in his way, and to develop his intelligence. A careful observation of those primitive societies still remaining at the level of the Stone Age shows to what a great extent the members of the same community practice solidarity among themselves. This is the reason why practical solidarity never ceases; not even during the worst periods of history. Even when temporary circumstances of domination, servitude, exploitation cause the principle to be disowned, it still lives deep in the thoughts of the many, ready to bring about a strong recoil against evil institutions, a revolution. If it were otherwise society would perish. For the vast majority of animals and men this feeling remains, and must remain an acquired habit, a principle always present to the mind even when it is continually ignored in action. It is the whole evolution of the animal kingdom speaking in us. And this evolution has lasted long, very long. It counts by hundreds of millions of years. Even if we wished to get rid of it we could not. It would be easier for a man to accustom himself to walk on fours than to get rid of the moral sentiment. It is anterior in — animal evolution to the upright posture of man. The moral sense is a natural faculty in us like the sense of smell or of touch. As for law and religion, which also have preached this principle, they have simply filched it to cloak their own wares, their injunctions for the benefit of the conqueror, the exploiter, the priest. Without this principle of solidarity, the justice of which is so generally recognized, how could they have laid hold on men’s minds? Each of them covered themselves with it as with a garment; like authority which made good its position by posing as the protector of the weak against the strong. By flinging overboard law, religion and authority, mankind can regain possession of the moral principle which has been taken from them. Regain that they may criticize it, and purge it from the adulterations wherewith priest, judge and ruler have poisoned it and are poisoning it yet. Besides this principle of treating others as one wishes to be treated oneself, what is it but the very same principle as equality, the fundamental principle of anarchism? And how can any one manage to believe himself an anarchist unless he practices it? We do not wish to be ruled. And by this very fact, do we not declare that we ourselves wish to rule nobody? We do not wish to be deceived, we wish always to be told nothing but the truth. And by this very fact, do we not declare that we ourselves do not wish to deceive anybody, that we promise to always tell the truth, nothing but the truth, the whole truth? We do not wish to have the fruits of our labor stolen from us. And by that very fact, do we not declare that we respect the fruits of others’ labor? By what right indeed can we demand that we should be treated in one fashion, reserving it to ourselves to treat others in a fashion entirely different? Our sense of equality revolts at such an idea. Equality in mutual relations with the solidarity arising from it, this is the most powerful weapon of the animal world in the struggle for existence. And equality is equity. By proclaiming ourselves anarchists, we proclaim beforehand that we disavow any way of treating others in which we should not like them to treat us; that we will no longer tolerate the inequality that has allowed some among us to use their strength, their cunning or their ability after a fashion in which it would annoy us to have such qualities used against ourselves. Equality in all things, the synonym of equity, this is anarchism in very deed. It is not only against the abstract trinity of law, religion, and authority that we declare war. By becoming anarchists we declare war against all this wave of deceit, cunning, exploitation, depravity, vice — in a word, inequality — which they have poured into all our hearts. We declare war against their way of acting, against their way of thinking. The governed, the deceived, the exploited, the prostitute, wound above all else our sense of equality. It is"
kropotkin_corpus/essays/modern_science_and_anarchism/section_001_full_text.txt,1,cf7c27c0ba9d28fe42fd9e10308290147fe59c9c70ea73a23a59fbf06c40b25b,mutual_aid,"TITLE: Modern Science and Anarchism AUTHOR: Peter Kropotkin YEAR: 1903 SOURCE_ID: al_modern_science_and_anarchism SOURCE_PATH: data/raw/Modern_Science_and_Anarchism.txt SOURCE_URL: https://theanarchistlibrary.org/library/petr-kropotkin-modern-science-and-anarchism RETRIEVED_UTC: 2026-02-03T20:33:41Z LICENSE_NOTE: Public domain source (see metadata/manifest.csv) ---- ## I. Two fundamental tendencies in Society: the popular and the governmental. — The Kinship of Anarchism and the Popular-creative tendency. Anarchism, like Socialism in general, and like every other social movement, has not, of course, developed out of science or out of some philosophical school. The social sciences are still very far removed from the time when they shall be as exact as are physics and chemistry. Even in meteorology we cannot yet predict the weather a month, or even one week, in advance. It would be unreasonable, therefore, to expect of the young social sciences, which are concerned with phenomena much more complex than winds and rain, that they should foretell social events with any approach to certainty. Besides, it must not be forgotten that men of science, too, are but human, and that most of them either belong by descent to the possessing classes, and are steeped in the prejudices of their class, or else are in the actual service of the government. Not out of the universities, therefore, does Anarchism come. As Socialism in general, Anarchism was born among the people; and it will continue to be full of life and creative power only as long as it remains a thing of the people. At all times two tendencies were continually at war in human society. On the one hand, the masses were developing, in the form of customs, a number of institutions which were necessary to make social life at all possible — to insure peace amongst men, to settle any disputes that might arise, and to help one another in everything requiring cooperative effort. The savage clan at its earliest stage, the village community, the hunters’, and, later on, the industrial guilds, the free town-republics of the middle ages, the beginnings of international law which were worked out in those early periods, and many other institutions, — were elaborated, not by legislators, but by the creative power of the people. And at all times, too, there appeared sorcerers, prophets, priests, and heads of military organizations, who endeavored to establish and to strengthen their authority over the people. They supported one another, concluded alliances, in order that they might reign over the people, hold them in subjection, and compel them to work for the masters. Anarchism is obviously the representative of the first tendency — that is, of the creative, constructive power of the people themselves, which aimed at developing institutions of common law in order to protect them from the power-seeking minority. By means of the same popular creative power and constructive activity, based upon modern science and technics, Anarchism tries now as well to develop institutions which would insure a free evolution of society. In this sense, therefore, Anarchists and Governmentalists have existed through all historic times. Then, again, it always happened also that institutions — even the most excellent so far as their original purpose was concerned, and established originally with the object of securing equality, peace and mutual aid — in the course of time became petrified, lost their original meaning, came under the control of the ruling minority, and became in the end a constraint upon the individual in his endeavors for further development. Then men would rise against these institutions. But, while some of these discontented endeavored to throw off the yoke of the old institutions — of caste, commune or guild — only in order that they themselves might rise over the rest and enrich themselves at their expense; others aimed at a modification of the institutions in the interest of all, and especially in order to shake off the authority which had fixed its hold upon society. All reformers — political, religious, and economic — have belonged to this class. And among them there always appeared persons who, without abiding the time when all their fellow-countrymen, or even a majority of them, shall have become imbued with the same views, moved onward in the struggle against oppression, in mass where it was possible, and single-handed where it could not be done otherwise. These were the revolutionists, and them, too, we meet at all times. But the revolutionists themselves generally appeared under two different aspects. Some of them, in rising against the established authority, endeavored, not to abolish it, but to take it in their own hands. In place of the authority which had become oppressive, these reformers sought to create a new one, promising that if they exercised it they would have the interests of the people dearly at heart, and would ever represent the people themselves. In this way, however, the authority of the Cæsars was established in Imperial Rome, the power of the Church rose in the first centuries after the fall of the Roman Empire, and the tyranny of dictators grew up in the mediaeval communes at the time of their decay. Of the same tendency, too, the kings and the tsars availed themselves to constitute their power at the end of the feudal period. The belief in a popular emperor, that is, Cæsarism, has not died out even yet. But all the while another tendency was ever manifest. At all times beginning with Ancient Greece, there were persons and popular movements that aimed, not at the substitution of"
kropotkin_corpus/essays/modern_science_and_anarchism/section_001_full_text.txt,8,747dd907b27d1e911dbdbceed9809685823afcb2c5e8951bdb1c6e4d4521d501,mutual_aid,"the same vibration of molecules takes place, with the same effects. Nay, the mass movements of the heavenly bodies themselves, which run through space according to the laws of universal gravitation, represent, in all likelihood, nothing else than the resultants of these vibrations of light and electricity, transmitted for billions and trillions of miles through interstellar space. The same calorific and electrical vibrations of molecules of matter proved also adequate to explain all chemical phenomena. And then, the very life of plants and animals, in its infinitely varied manifestations, has been found to be nothing else than a continually going on exchange of molecules in that wide range of very complex, and hence unstable and easily decomposed, chemical compounds from which are built the tissues of every living being. Then, already during those years it was understood — and for the past ten years it has been still more firmly established — that the life of the cells of the nervous system and their property of transmitting vibrations from one to the other, afforded a mechanical explanation of the nervous life of animals. Owing to these investigations, we can now understand, without leaving the domain of purely physiological observations, how impressions and images are produced and retained in the brain, how their mutual effects result in the association of ideas (every new impression awakening impressions previously stored up), and hence also — in thought. Of course, very much still remains to be done and to be discovered in this vast domain; science, scarcely freed yet from the metaphysics which so long hampered it, is only now beginning to explore the wide field of physical psychology. But the start has already been made, and a solid foundation is laid for further labors. The old-fashioned classification of phenomena into two sets, which the German philosopher Kant endeavored to establish, — one concerned with investigations “in time and space” (the world of physical Phenomena) and the other “in time only” (the world of spiritual phenomena), — now falls of itself. And to the question once asked by the Russian physiologist, Setchenov: “By whom and how should psychology be studied?” science has already given the answer: “By physiologists, and by the physiological method.” And, indeed, the recent labors of the physiologists have already succeeded in shedding incomparably more light than all the intricate discussions of the metaphysicists, upon the mechanism of thought; the awakening of impressions, their retention and transmission. In this, its chief stronghold, metaphysics was thus worsted. The field in which it considered itself invincible has now been taken possession of by natural science and materialist philosophy, and these two are promoting the growth of knowledge in this direction faster than centuries of metaphysical speculation have done. In these same years another important step was made. Darwin’s book on “The Origin of Species” appeared and eclipsed all the rest. Already in the last century Buffon (apparently even Linnæus), and on the threshold of the nineteenth century Lamarck, had ventured to maintain that the existing species of plants and animals are not fixed forms; that they are variable and vary continually even now. The very fact of family likeness which exists between groups of forms — Lamarck pointed out — is a proof of their common descent from a common ancestry. Thus, for example, the various forms of meadow buttercups, water buttercups, and all other buttercups which we see on our meadows and swamps, must have been produced by the action of environment upon descendants from one common type of ancestors. Likewise, the present species of wolves, dogs, jackals and foxes did not exist in a remote past, but there was in their stead one kind of animals out of which, under various conditions, the wolves, the dogs, the jackals and the foxes have gradually evolved. But in the eighteenth century such heresies as these had to be uttered with great circumspection. The Church was still very powerful then, and for such heretical views the naturalist had to reckon with prison, torture, or the lunatic’s asylum. The “heretics” consequently were cautious in their expressions. Now, however, Darwin and A. R. Wallace could boldly maintain so great a heresy. Darwin even ventured to declare that man, too, had originated, in the same way of slow physiological evolution, from some lower forms of ape-like animals; that his “immortal spirit” and his “moral soul” are as much a product of evolution as the mind and the moral habits of the ant or of the chimpanzee. We know what storms then broke out upon Darwin and, especially, upon his bold and gifted disciple, Huxley, who sharply emphasized just those conclusions from Darwin’s work which were most dreaded by the clergy. It was a fierce battle, but, owing to the support of the masses of the public, the victory was won, nevertheless, by the Darwinians; and the result was that an entirely new and extremely important science — Biology, the science of life in all its manifestations — has grown up under our very eyes during the last forty years. At the same time Darwin’s work furnished a new key to the understanding of all sorts of phenomena — physical, vitals and social. It opened up a new road for their investigation. The idea of a continuous development (evolution) and of a continual adaptation to changing environment, found a much wider application than the origin of species. It"
kropotkin_corpus/essays/the_effects_of_persecution/section_001_full_text.txt,2,ef607f7e1b81da4f87f2ccc68cc8f3a542ca7247da4cee66aefceec56c9209d5,mutual_aid,"produce everything without enjoying any of the marvels of art, science, and wealth that they pile up on the earth. We find these signs everywhere: at meetings, at working class congresses, in the very language of these meetings. But we never stop asking ourselves: “Does the echo of these discussions penetrate the homes, the hovels of the worker, the hut of the peasant? Do the peasant and the worker glimpse the road that will lead them to their dual liberation, from capital and the state? Or else, fooled by scholars, priests, journalists, the admirers of power and the whole lot maintained by the state – have they maintained their unshakeable faith in the benefits of governmental Jacobinism?” Does their criticism of what makes them suffer go beyond the criticism of individuals? Does it rise to the criticism of the principles upon which capital, wage labor and their creature, the state, reside? Is the idea of an international union of all the oppressed implanted among them, and do their hearts bleed in the same way for massacres committed at Fourmies or Berlin, Chicago or Vienna? Do they include the whole band of international exploiters in the same hatred, be they Japanese or French patriots, German or English? Born in the breast of the people, under the inspiration of the people in the International Workingmen’s Association, and strong in the support it finds in study, the idea must return to the people, grow in its breast, inspire it with its irresistible breath. There alone will it achieve its full development. There alone it will take form and find the way to substitute itself for the departing old world and reconstruct society on the basis of equality, the complete freedom of the individual, and fraternity among all men."
